date,SiteID,MeanPM25Concentration,SITE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1/1/20,60010007,8.6,Livermore,California,1,Alameda,37.687526,-121.784217,9.5,4.4,16.1,0,0,307,6.5,,1020,
1/2/20,60010007,4.5,Livermore,California,1,Alameda,37.687526,-121.784217,8.9,5.6,16.1,0,0,17.000000000000004,2,,1021.4,
1/3/20,60010007,14.2,Livermore,California,1,Alameda,37.687526,-121.784217,8,2.8,15.6,0,0,18,3.7,,1022.8,
1/4/20,60010007,10.9,Livermore,California,1,Alameda,37.687526,-121.784217,9.1,3.3,15,0,0,350,6.5,,1028.1,
1/5/20,60010007,7.8,Livermore,California,1,Alameda,37.687526,-121.784217,7.4,1.1,15.6,0,0,10,6.8,,1033.3,
1/6/20,60010007,6.2,Livermore,California,1,Alameda,37.687526,-121.784217,7.2,1.7,14.4,0,0,41,7.1,,1031.2,
1/7/20,60010007,6.9,Livermore,California,1,Alameda,37.687526,-121.784217,7.3,1.1,15.6,0,0,299,7.3,,1022.5,
1/8/20,60010007,3,Livermore,California,1,Alameda,37.687526,-121.784217,9.7,6.1,13.3,0,0,270,8.6,,1019.6,
1/9/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,8.4,3.3,11.1,1.1,0,12,8.2,,1018.2,
1/10/20,60010007,5.5,Livermore,California,1,Alameda,37.687526,-121.784217,6.4,0.6,14.4,0,0,355,2.7,,1025.3,
1/11/20,60010007,5.9,Livermore,California,1,Alameda,37.687526,-121.784217,8.7,2.8,13.3,0.3,0,323,8.2,,1023.9,
1/12/20,60010007,5.8,Livermore,California,1,Alameda,37.687526,-121.784217,5.8,0.6,11.7,0,0,308,5,,1022.3,
1/13/20,60010007,2.9,Livermore,California,1,Alameda,37.687526,-121.784217,9.1,3.9,12.2,0,0,258,10.1,,1021.8,
1/14/20,60010007,4.7,Livermore,California,1,Alameda,37.687526,-121.784217,8.8,2.8,12.2,0.8,0,266,10.6,,1022.3,
1/15/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,4.9,0.6,10.6,0,0,9,2.5,,1017.6,
1/16/20,60010007,2.1,Livermore,California,1,Alameda,37.687526,-121.784217,7.5,5,11.7,20.1,0,207,14.1,,1011.4,
1/17/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,5.6,1.1,11.7,0,0,45,6.7,,1025,
1/18/20,60010007,5.8,Livermore,California,1,Alameda,37.687526,-121.784217,5.9,1.7,10,0,0,46,10,,1026.6,
1/19/20,60010007,8.9,Livermore,California,1,Alameda,37.687526,-121.784217,6,4.4,7.2,0,0,61,15.2,,1020.8,
1/20/20,60010007,16,Livermore,California,1,Alameda,37.687526,-121.784217,7.6,5,11.1,0,0,2,3.3,,1017,
1/21/20,60010007,2.6,Livermore,California,1,Alameda,37.687526,-121.784217,11.1,7.2,15,0,0,281,7.6,,1019.5,
1/22/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,12.1,8.3,16.7,0.5,0,9,4.5,,1023.4,
1/23/20,60010007,7.4,Livermore,California,1,Alameda,37.687526,-121.784217,9.8,6.1,13.9,0,0,28,5.2,,1022.4,
1/24/20,60010007,8.1,Livermore,California,1,Alameda,37.687526,-121.784217,11.3,5.6,19.4,0,0,352,4.7,,1020.9,
1/25/20,60010007,7.2,Livermore,California,1,Alameda,37.687526,-121.784217,13.1,8.3,17.8,0,0,3.0000000000000004,4.4,,1020,
1/26/20,60010007,3.2,Livermore,California,1,Alameda,37.687526,-121.784217,12.5,7.2,15.6,3.2,0,292,8.1,,1022.9,
1/27/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,9.6,4.4,14.4,0,0,311.99999999999994,6.4,,1028.4,
1/28/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,10.5,6.7,14.4,0.8,0,320,6.8,,1026.8,
1/29/20,60010007,6.1,Livermore,California,1,Alameda,37.687526,-121.784217,9.1,4.4,16.7,0,0,342,4.5,,1025.35,
1/30/20,60010007,6.8,Livermore,California,1,Alameda,37.687526,-121.784217,10.2,5.6,17.2,0,0,42,5,,1023.9,
1/31/20,60010007,10.7,Livermore,California,1,Alameda,37.687526,-121.784217,11,5.6,19.4,0,0,40,6.9,,1026,
2/1/20,60010007,14.6,Livermore,California,1,Alameda,37.687526,-121.784217,10.5,4.4,18.3,0,0,24.000000000000004,4.7,,1024.7,
2/2/20,60010007,6.3,Livermore,California,1,Alameda,37.687526,-121.784217,9.3,4.4,13.3,0,0,318,12.8,,1019.2,
2/3/20,60010007,2.3,Livermore,California,1,Alameda,37.687526,-121.784217,6,-1.1,11.7,0,0,358,14.7,,1020.3,
2/4/20,60010007,2,Livermore,California,1,Alameda,37.687526,-121.784217,7.7,2.2,11.7,0,0,19,12.2,,1023.9,
2/5/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,7.6,0.6,17.8,0,0,19,3.9,,1023.8,
2/6/20,60010007,8.3,Livermore,California,1,Alameda,37.687526,-121.784217,9.5,2.8,18.3,0,0,42,6.5,,1021,
2/7/20,60010007,12.4,Livermore,California,1,Alameda,37.687526,-121.784217,10.4,3.3,20.6,0,0,13,2.2,,1019.9,
2/8/20,60010007,10,Livermore,California,1,Alameda,37.687526,-121.784217,9.2,3.9,16.1,0,0,12,3.6,,1017.45,
2/9/20,60010007,1.1,Livermore,California,1,Alameda,37.687526,-121.784217,11.9,5,15.6,0,0,1,30.5,,1015,
2/10/20,60010007,1.7,Livermore,California,1,Alameda,37.687526,-121.784217,14.6,7.8,21.7,0,0,66,11,,1016.4,
2/11/20,60010007,2.5,Livermore,California,1,Alameda,37.687526,-121.784217,15.4,8.3,22.2,0,0,49.00000000000001,11,,1017.5,
2/12/20,60010007,5.8,Livermore,California,1,Alameda,37.687526,-121.784217,11.8,5.6,20.6,0,0,21,4.8,,1016.8,
2/13/20,60010007,8.5,Livermore,California,1,Alameda,37.687526,-121.784217,9.3,3.9,15.6,0,0,324,7.5,,1017.9,
2/14/20,60010007,8,Livermore,California,1,Alameda,37.687526,-121.784217,11,6.7,17.2,0,0,356,3.9,,1019,
2/15/20,60010007,10.3,Livermore,California,1,Alameda,37.687526,-121.784217,10.8,3.9,19.4,0,0,349,3.1,,1022.1,
2/19/20,60010007,7.1,Livermore,California,1,Alameda,37.687526,-121.784217,9.5,1.1,19.4,0,0,39,5,,1018.8,
2/20/20,60010007,11.4,Livermore,California,1,Alameda,37.687526,-121.784217,10.7,3.3,18.9,0,0,36,5.9,,1019.5,
2/21/20,60010007,8.4,Livermore,California,1,Alameda,37.687526,-121.784217,13.2,6.1,20.6,0,0,31,6.5,,1017.1,
2/22/20,60010007,9.9,Livermore,California,1,Alameda,37.687526,-121.784217,12.7,8.3,19.4,0,0,285,13,,1016,
2/23/20,60010007,5.6,Livermore,California,1,Alameda,37.687526,-121.784217,11.3,7.2,15.6,0,0,258,10.4,,1025.8,
2/24/20,60010007,4.7,Livermore,California,1,Alameda,37.687526,-121.784217,12,4.4,22.8,0,0,337,5.6,,1026.9,
2/25/20,60010007,3.6,Livermore,California,1,Alameda,37.687526,-121.784217,14.1,5,22.8,0,0,70,11.1,,1024.7,
2/26/20,60010007,9.6,Livermore,California,1,Alameda,37.687526,-121.784217,14,4.4,25,0,0,24.000000000000004,3.8,,1025.4,
2/27/20,60010007,11.9,Livermore,California,1,Alameda,37.687526,-121.784217,14.4,5.6,23.9,0,0,36,7.1,,1022.8,
2/28/20,60010007,10.8,Livermore,California,1,Alameda,37.687526,-121.784217,15.5,8.3,26.1,0,0,335,6,,1019.2,
2/29/20,60010007,7.1,Livermore,California,1,Alameda,37.687526,-121.784217,11.2,7.8,15,0,0,264,16.1,,1017.1,
3/1/20,60010007,3.6,Livermore,California,1,Alameda,37.687526,-121.784217,10.4,6.7,13.3,0,0,340,13.5,,1014.8,
3/2/20,60010007,1.9,Livermore,California,1,Alameda,37.687526,-121.784217,15.4,10,21.1,0,0,11,17.5,,1016.4,
3/3/20,60010007,4.1,Livermore,California,1,Alameda,37.687526,-121.784217,16.6,9.4,23.9,0,0,56,9.3,,1015.9,
3/4/20,60010007,8,Livermore,California,1,Alameda,37.687526,-121.784217,15.3,6.7,25,0,0,45,6.1,,1017.4,
3/5/20,60010007,11,Livermore,California,1,Alameda,37.687526,-121.784217,12.5,6.1,20.6,0,0,321,9.1,,1019.1,
3/6/20,60010007,4.6,Livermore,California,1,Alameda,37.687526,-121.784217,12.6,10.6,17.2,0,0,274,15.7,,1014.8,
3/7/20,60010007,2.1,Livermore,California,1,Alameda,37.687526,-121.784217,10.1,8.3,13.9,5.8,0,252,10.9,,1013.3,
3/8/20,60010007,4,Livermore,California,1,Alameda,37.687526,-121.784217,9.8,5.6,14.4,0,0,12,5.2,,1015.1,
3/9/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,11.7,6.1,18.3,0,0,33,6.2,,1018.4,
3/10/20,60010007,4.2,Livermore,California,1,Alameda,37.687526,-121.784217,14.1,6.7,22.2,0,,16,6.2,,1016.1,
3/11/20,60010007,3.8,Livermore,California,1,Alameda,37.687526,-121.784217,16.3,12.8,23.3,0,,317,5.8,,1016.1,
3/12/20,60010007,5.1,Livermore,California,1,Alameda,37.687526,-121.784217,14.7,7.2,24.4,0,,320,7.3,,1010.8,
3/13/20,60010007,8.8,Livermore,California,1,Alameda,37.687526,-121.784217,12.6,5.6,19.4,0,,255,15.4,,1007.3,
3/14/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,10,8.9,12.2,12.2,,254,14.1,,1014,
3/15/20,60010007,1.7,Livermore,California,1,Alameda,37.687526,-121.784217,8.9,7.2,11.1,11.2,,224.99999999999997,11.6,,1014.2,
3/16/20,60010007,1.3,Livermore,California,1,Alameda,37.687526,-121.784217,6.6,3.3,10.6,6.1,,66,11.7,,1014.1500000000001,
3/17/20,60010007,5.5,Livermore,California,1,Alameda,37.687526,-121.784217,6.1,1.7,12.8,0,,29.999999999999996,5.7,,1014.1,
3/18/20,60010007,4.9,Livermore,California,1,Alameda,37.687526,-121.784217,8.1,4.4,11.7,0,,5,4.7,,1012.1,
3/19/20,60010007,5.4,Livermore,California,1,Alameda,37.687526,-121.784217,10.6,7.2,15.6,0.6,,347.99999999999994,5.1,,1015.8,
3/20/20,60010007,5.9,Livermore,California,1,Alameda,37.687526,-121.784217,9.9,4.4,16.1,0,,50,7.5,,1021.4,
3/21/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,9.9,4.4,15.6,0.3,,26.999999999999996,4.6,,1020.3,
3/22/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,11.2,5,18.3,0,,29.000000000000004,7.1,,1017.9,
3/23/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,10,6.1,13.3,0,,288,12.5,,1018.8,
3/24/20,60010007,2.7,Livermore,California,1,Alameda,37.687526,-121.784217,9.9,7.2,13.3,1.8,,227,12.5,,1020.2,
3/25/20,60010007,1.8,Livermore,California,1,Alameda,37.687526,-121.784217,8.9,5,13.3,0.8,,280,11.5,,1017.8,
3/26/20,60010007,2.4,Livermore,California,1,Alameda,37.687526,-121.784217,7.7,1.7,14.4,1,,355,6.4,,1017.4,
3/27/20,60010007,7.4,Livermore,California,1,Alameda,37.687526,-121.784217,8.8,4.4,13.3,0,,267,12.2,,1020.5,
3/28/20,60010007,7.8,Livermore,California,1,Alameda,37.687526,-121.784217,10.3,8.3,13.3,2.5,,343,3.1,,1021.9,
3/29/20,60010007,4.8,Livermore,California,1,Alameda,37.687526,-121.784217,11.7,8.9,15.6,0,,337,5,,1019.8,
3/30/20,60010007,1.6,Livermore,California,1,Alameda,37.687526,-121.784217,12.9,9.4,17.8,0,,281,9.4,,1024.7,
3/31/20,60010007,1.8,Livermore,California,1,Alameda,37.687526,-121.784217,12.5,7.2,19.4,0,,306,8.3,,1021.7,
4/1/20,60010007,4.4,Livermore,California,1,Alameda,37.687526,-121.784217,11.7,7.2,16.1,0,,247,11.2,,1015.3,
4/2/20,60010007,2.6,Livermore,California,1,Alameda,37.687526,-121.784217,10.5,3.9,18.3,0,,307,8.9,,1017.7,
4/3/20,60010007,3.3,Livermore,California,1,Alameda,37.687526,-121.784217,10.5,5.6,17.8,0,,291,7.2,,1017,
4/4/20,60010007,1.4,Livermore,California,1,Alameda,37.687526,-121.784217,10.7,7.8,14.4,10.7,,215,13.2,,1011.7,
4/5/20,60010007,2.5,Livermore,California,1,Alameda,37.687526,-121.784217,10.3,8.9,12.8,15,,241,11,,1011.35,
4/6/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,7.8,4.4,11.1,4.7,,11,4.4,,1011,
4/7/20,60010007,2.5,Livermore,California,1,Alameda,37.687526,-121.784217,9.8,2.8,17.2,0,,326.5,5.5,,1017.6,
4/8/20,60010007,3.9,Livermore,California,1,Alameda,37.687526,-121.784217,12.5,9.4,18.3,0,,282,10.6,,1013.8,
4/9/20,60010007,3,Livermore,California,1,Alameda,37.687526,-121.784217,12.7,10.6,16.1,0,,25,11.6,,1015.9,
4/10/20,60010007,4.6,Livermore,California,1,Alameda,37.687526,-121.784217,13.5,10.6,18.3,0,,290,8.9,,1016.9,
4/11/20,60010007,4.1,Livermore,California,1,Alameda,37.687526,-121.784217,12.3,10.6,16.7,0,,274,14,,1016.5,
4/12/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,13,10.6,18.9,0,,288,11.7,,1016.2,
4/13/20,60010007,10.3,Livermore,California,1,Alameda,37.687526,-121.784217,14.7,9.4,23.3,0,,298,9.4,,1019.3,
4/14/20,60010007,5.2,Livermore,California,1,Alameda,37.687526,-121.784217,15.1,5,25,0,,26.999999999999996,6.1,,1021.9,
4/15/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,16.1,6.7,26.7,0,,337,6.2,,1017.3,
4/16/20,60010007,4.9,Livermore,California,1,Alameda,37.687526,-121.784217,13.3,10,19.4,0,,297,11.1,,1012.3,
4/17/20,60010007,4.3,Livermore,California,1,Alameda,37.687526,-121.784217,13.4,11.1,17.8,0,,282,17.2,,1013.2,
4/18/20,60010007,4.6,Livermore,California,1,Alameda,37.687526,-121.784217,13.5,10,18.9,0,,265,14.1,,1017,
4/19/20,60010007,5.2,Livermore,California,1,Alameda,37.687526,-121.784217,13.3,7.8,20,0,,303,10.1,,1017.6,
4/20/20,60010007,4.7,Livermore,California,1,Alameda,37.687526,-121.784217,13.1,10.6,18.3,0,,263,14.3,,1019,
4/21/20,60010007,4.2,Livermore,California,1,Alameda,37.687526,-121.784217,14.1,10.6,21.7,0,,254,11.6,,1022.7,
4/22/20,60010007,3,Livermore,California,1,Alameda,37.687526,-121.784217,16,8.3,25.6,0,,302,6.6,,1024.1,
4/23/20,60010007,4.5,Livermore,California,1,Alameda,37.687526,-121.784217,17.9,11.7,26.1,0,,300,8,,1021.7,
4/24/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.4,10,30,0,,343,5.9,,1018.3,
4/25/20,60010007,5.5,Livermore,California,1,Alameda,37.687526,-121.784217,20,11.7,30.6,0,,306,7.6,,1016.4,
4/26/20,60010007,4,Livermore,California,1,Alameda,37.687526,-121.784217,15.4,11.7,19.4,0,,302.67043694469766,9.4,,1016.6,
4/27/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,15.8,11.1,22.2,0,,299.3295630553023,10.8,,1016.8,
4/28/20,60010007,3.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.8,11.7,30.6,0,,296,8.1,,1017,
4/29/20,60010007,2.5,Livermore,California,1,Alameda,37.687526,-121.784217,16,12.2,22.2,0,,243.99999999999994,14.2,,1016.3,
4/30/20,60010007,4.2,Livermore,California,1,Alameda,37.687526,-121.784217,16.1,10.6,24.4,0,,260,13.7,,1018.4,
5/1/20,60010007,4.4,Livermore,California,1,Alameda,37.687526,-121.784217,15.9,8.3,24.4,0,,270,14.1,,1018,
5/2/20,60010007,3.1,Livermore,California,1,Alameda,37.687526,-121.784217,16.2,12.8,21.7,0,,246,16.1,,1019.2,
5/3/20,60010007,3.1,Livermore,California,1,Alameda,37.687526,-121.784217,15.4,9.4,21.7,0,,263,10.2,,1020.5,
5/4/20,60010007,3.9,Livermore,California,1,Alameda,37.687526,-121.784217,16.1,5.6,27.2,0,,326,7.4,,1020.2,
5/5/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,16.2,8.9,26.7,0,,288,11.6,,1019.6,
5/6/20,60010007,4.8,Livermore,California,1,Alameda,37.687526,-121.784217,18.5,9.4,28.9,0,,350,8.6,,1020.1,
5/7/20,60010007,4.3,Livermore,California,1,Alameda,37.687526,-121.784217,21,8.3,32.2,0,,347.99999999999994,7.7,,1013.9,
5/8/20,60010007,6,Livermore,California,1,Alameda,37.687526,-121.784217,23,11.7,35,0,,354,6.6,,1010.7,
5/9/20,60010007,8.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.4,11.7,29.4,0,,311,10.8,,1011.4,
5/10/20,60010007,6.8,Livermore,California,1,Alameda,37.687526,-121.784217,16.2,11.7,24.4,0,,286,17.9,,1012.5,
5/11/20,60010007,4.1,Livermore,California,1,Alameda,37.687526,-121.784217,16.4,9.4,25,0,,268,14.3,,1013,
5/12/20,60010007,3,Livermore,California,1,Alameda,37.687526,-121.784217,14.7,11.7,18.3,1.8,,248,16,,1014.8,
5/13/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,15,9.4,20.6,0.5,,251,13,,1017,
5/14/20,60010007,2.4,Livermore,California,1,Alameda,37.687526,-121.784217,15.7,11.1,21.1,0,,271,11.8,,1018.8,
5/15/20,60010007,3.1,Livermore,California,1,Alameda,37.687526,-121.784217,16.9,12.2,23.3,0,,252.99999999999997,13.1,,1018,
5/16/20,60010007,2.1,Livermore,California,1,Alameda,37.687526,-121.784217,17.6,12.2,23.9,0,,272,14.3,,1013.7,
5/17/20,60010007,1.4,Livermore,California,1,Alameda,37.687526,-121.784217,18.2,15.6,23.9,6.6,,230.99999999999997,17.4,,1009.5,
5/18/20,60010007,2.7,Livermore,California,1,Alameda,37.687526,-121.784217,15.6,12.2,19.4,2.4,,247,18,,1012.2,
5/19/20,60010007,3.1,Livermore,California,1,Alameda,37.687526,-121.784217,14.9,11.1,20,0,,252.99999999999997,15.9,,1016.4,
5/20/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,16.1,12.8,22.8,0,,227,14.3,,1018.9,
5/21/20,60010007,4.4,Livermore,California,1,Alameda,37.687526,-121.784217,17.7,10,27.8,0,,247.5,9.2,,1015.8,
5/22/20,60010007,5.4,Livermore,California,1,Alameda,37.687526,-121.784217,16.5,11.1,23.9,0,,268,11.4,,1012.8,
5/23/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,18,8.9,27.8,0,,311,8.9,,1013.4,
5/24/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,21.3,10.6,32.2,0,,322,8,,1013.5,
5/25/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,25.4,14.4,36.1,0,,311,7.9,,1011.2,
5/26/20,60010007,4.8,Livermore,California,1,Alameda,37.687526,-121.784217,28,17.8,38.3,0,,305.5,6.9,,1010.1,
5/27/20,60010007,4.4,Livermore,California,1,Alameda,37.687526,-121.784217,27.5,18.3,37.2,0,,300,9.3,,1010.3,
5/28/20,60010007,5.1,Livermore,California,1,Alameda,37.687526,-121.784217,23.4,14.4,33.9,0,,299,12.2,,1010.9,
5/29/20,60010007,2.9,Livermore,California,1,Alameda,37.687526,-121.784217,19.3,13.9,27.8,0,,289,19,,1010.4,
5/30/20,60010007,2.7,Livermore,California,1,Alameda,37.687526,-121.784217,18.1,16.1,21.7,0,,245,13.9,,1012.6,
5/31/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,17.2,13.3,22.8,0,,295,12.3,,1014,
6/1/20,60010007,4.2,Livermore,California,1,Alameda,37.687526,-121.784217,19.8,13.9,27.8,0,,272,11.5,,1014.5,
6/2/20,60010007,5.9,Livermore,California,1,Alameda,37.687526,-121.784217,24.1,14.4,33.9,0,,310,8,,1014,
6/3/20,60010007,6.9,Livermore,California,1,Alameda,37.687526,-121.784217,27.1,17.2,37.8,0,,314,7.1,,1012.6,
6/4/20,60010007,7.2,Livermore,California,1,Alameda,37.687526,-121.784217,25.8,16.7,37.2,0,,321,9.5,,1006.9,
6/5/20,60010007,6.1,Livermore,California,1,Alameda,37.687526,-121.784217,16.7,13.3,21.7,0,,271,21.9,,1008.3,
6/6/20,60010007,4.7,Livermore,California,1,Alameda,37.687526,-121.784217,15.8,12.2,20.6,0,,252,24.3,,1013.9,
6/7/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,15.2,10,20,0,,256,19.1,,1018.5,
6/8/20,60010007,2.3,Livermore,California,1,Alameda,37.687526,-121.784217,18,8.9,27.2,0,,334,10,,1020.9,
6/9/20,60010007,3.1,Livermore,California,1,Alameda,37.687526,-121.784217,21.5,11.1,32.2,0,,304,8,,1019.6,
6/10/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,23.8,15,33.9,0,,289,9.3,,1015.6,
6/11/20,60010007,2.2,Livermore,California,1,Alameda,37.687526,-121.784217,21.7,14.4,32.2,0,,293,13.1,,1014.3,
6/12/20,60010007,3,Livermore,California,1,Alameda,37.687526,-121.784217,16.9,13.9,20.6,0,,255,22.4,,1016.8,
6/13/20,60010007,2.9,Livermore,California,1,Alameda,37.687526,-121.784217,16.7,13.3,21.7,0,,259,21,,1017.6,
6/14/20,60010007,1.8,Livermore,California,1,Alameda,37.687526,-121.784217,18.8,13.3,27.8,0,,266,12.2,,1015.5,
6/15/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,18.5,13.3,25.6,0,,267,16.6,,1015.3,
6/16/20,60010007,5,Livermore,California,1,Alameda,37.687526,-121.784217,17.6,12.8,23.3,0,,219.99999999999997,14.5,,1014.9,
6/17/20,60010007,2.3,Livermore,California,1,Alameda,37.687526,-121.784217,21.4,11.1,31.7,0,,336,7.3,,1013.8,
6/18/20,60010007,3.5,Livermore,California,1,Alameda,37.687526,-121.784217,23.9,13.9,35,0,,311.99999999999994,8,,1011.3,
6/19/20,60010007,7,Livermore,California,1,Alameda,37.687526,-121.784217,23.1,15,32.8,0,,304.5,11.4,,1010.9,
6/20/20,60010007,6.9,Livermore,California,1,Alameda,37.687526,-121.784217,19.4,13.3,28.3,0,,297,15.8,,1013.7,
6/21/20,60010007,5.4,Livermore,California,1,Alameda,37.687526,-121.784217,20.7,13.9,30.6,0,,293,13.9,,1013.3,
6/22/20,60010007,7,Livermore,California,1,Alameda,37.687526,-121.784217,22.2,13.9,35,0,,290,10.1,,1012.3,
6/23/20,60010007,6.8,Livermore,California,1,Alameda,37.687526,-121.784217,22.8,15,35,0,,287,12.8,,1011,
6/24/20,60010007,7.4,Livermore,California,1,Alameda,37.687526,-121.784217,22.3,14.4,32.8,0,,296,12.2,,1008.1,
6/25/20,60010007,6.1,Livermore,California,1,Alameda,37.687526,-121.784217,21.9,13.9,32.2,0,,297,13,,1007.3,
6/26/20,60010007,6.7,Livermore,California,1,Alameda,37.687526,-121.784217,22.9,14.4,32.8,0,,298,13.6,,1009.9,
6/27/20,60010007,5.7,Livermore,California,1,Alameda,37.687526,-121.784217,21.1,14.4,31.1,0,,295,18.6,,1009,
6/28/20,60010007,8.1,Livermore,California,1,Alameda,37.687526,-121.784217,17.7,13.3,24.4,0,,257,20.2,,1006.5,
6/29/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,20,11.1,28.9,0,,287,9.6,,1009.9,
6/30/20,60010007,6.3,Livermore,California,1,Alameda,37.687526,-121.784217,22.3,13.3,33.9,0,,329,9.5,,1011.4,
7/1/20,60010007,10,Livermore,California,1,Alameda,37.687526,-121.784217,20.3,13.3,31.1,0,,310,11.5,,1008.6,
7/2/20,60010007,7.6,Livermore,California,1,Alameda,37.687526,-121.784217,18.5,11.7,28.3,0,,308,12,,1010.5,
7/3/20,60010007,8.5,Livermore,California,1,Alameda,37.687526,-121.784217,19.5,12.8,28.3,0,,289,12.2,,1014.7,
7/4/20,60010007,13.6,Livermore,California,1,Alameda,37.687526,-121.784217,23,12.2,35,0,,313,7.5,,1015.3,
7/5/20,60010007,13.6,Livermore,California,1,Alameda,37.687526,-121.784217,23.6,16.1,33.3,0,,285,12.6,,1014,
7/6/20,60010007,7.8,Livermore,California,1,Alameda,37.687526,-121.784217,18.7,12.8,26.1,0,,263,14.9,,1013.4,
7/7/20,60010007,7.8,Livermore,California,1,Alameda,37.687526,-121.784217,20,11.7,31.1,0,,284,12,,1013,
7/8/20,60010007,8.1,Livermore,California,1,Alameda,37.687526,-121.784217,21.6,13.9,32.8,0,,289,11.5,,1010.7,
7/9/20,60010007,9.1,Livermore,California,1,Alameda,37.687526,-121.784217,22.7,12.8,34.4,0,,286,10,,1011,
7/10/20,60010007,3.7,Livermore,California,1,Alameda,37.687526,-121.784217,24.7,14.4,35,0,,297,9.4,,1014.1,
7/11/20,60010007,4.3,Livermore,California,1,Alameda,37.687526,-121.784217,26.3,15,37.8,0,,311,8.3,,1014.2,
7/12/20,60010007,6.4,Livermore,California,1,Alameda,37.687526,-121.784217,26.1,16.1,38.3,0,,304,9.9,,1011.4,
7/13/20,60010007,9.3,Livermore,California,1,Alameda,37.687526,-121.784217,20.4,13.9,29.4,0,,300,19.2,,1010.1,
7/14/20,60010007,7.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.8,13.3,30,0,,302,12.9,,1011.6,
7/15/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,20.5,14.4,31.7,0,,279,12.8,,1011.4,
7/16/20,60010007,5.4,Livermore,California,1,Alameda,37.687526,-121.784217,19.6,13.9,28.3,0,,301,16.5,,1011.3,
7/17/20,60010007,5.6,Livermore,California,1,Alameda,37.687526,-121.784217,20.6,13.9,30,0,,298,14.6,,1012.5,
7/18/20,60010007,5,Livermore,California,1,Alameda,37.687526,-121.784217,22.3,14.4,33.9,0,,286,10.5,,1013.3,
7/19/20,60010007,4.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.7,13.9,28.3,0,,300,16.3,,1013.8,
7/20/20,60010007,2.9,Livermore,California,1,Alameda,37.687526,-121.784217,18.8,13.9,26.7,0,,292,19.1,,1014.1,
7/21/20,60010007,3.4,Livermore,California,1,Alameda,37.687526,-121.784217,18.8,13.3,27.8,0,,297,16.3,,1010.7,
7/22/20,60010007,4.3,Livermore,California,1,Alameda,37.687526,-121.784217,19.2,14.4,28.9,0,,280,15.6,,1009.4,
7/23/20,60010007,4.1,Livermore,California,1,Alameda,37.687526,-121.784217,20.2,14.4,29.4,0,,281,13.9,,1010.9,
7/24/20,60010007,6.6,Livermore,California,1,Alameda,37.687526,-121.784217,18.7,13.9,27.8,0,,300,18.1,,1011.7,
7/25/20,60010007,8,Livermore,California,1,Alameda,37.687526,-121.784217,21,12.2,32.8,0,,305,10.9,,1011.5,
7/26/20,60010007,7.2,Livermore,California,1,Alameda,37.687526,-121.784217,22.2,14.4,32.2,0,,285,12.9,,1012.2,
7/27/20,60010007,5.3,Livermore,California,1,Alameda,37.687526,-121.784217,21.8,13.9,31.7,0,,290,15,,1011.9,
7/28/20,60010007,6.2,Livermore,California,1,Alameda,37.687526,-121.784217,21.3,13.3,32.2,0,,303,12.8,,1011.3,
